Sutra krama सू. क्र. सं,Akaaraadi krama अकारादि क्र. सं,Kaumudi krama कौमुदी क्र. सं,Sutra type सूत्रलक्षणम्‌,Term संज्ञा,Sutra text सूत्रम्‌,PadacCheda पद्च्छेदः
32041,2403,2958,,,पूःसर्वयोर्दारिसहोः ।,पूःसर्वयोः ६/२ दारिसहोः ६/२
32042,3674,2959,,,सर्वकूलाभ्रकरीषेषु कषः ।,सर्वकूलाभ्रकरीषेषु ७/३ कषः ५/१
32043,2798,2960,,,मेघर्तिभयेषु कृञः ।,मेघर्तिभयेषु ७/३ कृञः ५/१
32044,1242,2961,,,क्षेमप्रियमद्रेऽण् च ।,क्षेमप्रियमद्रे ७/१ अण् १/१ च ०/०
32045,579,2962,,,आशिते भुवः करणभावयोः ।,आशिते ७/१ भुवः ५/१ करणभावयोः ७/२
32046,3537,2963,,,संज्ञायां भृतॄवृजिधारिसहितपिदमः ।,संज्ञायाम् ७/१ भृतॄवृजिधारिसहितपिदमः ५/१
32047,1273,2964,,,गमश्च ।,गमः ५/१ च ०/०
32048,250,2965,,,अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु डः ।,अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु ७/३ डः १/१
32049,583,2966,,,आशिषि हनः ।,आशिषि ७/१ हनः ५/१
32050,296,2967,,,अपे क्लेशतमसोः ।,अपे ७/१ क्लेशतमसोः ७/२
32051,1110,2968,,,कुमारशीर्षयोर्णिनिः ।,कुमारशीर्षयोः ७/२ णिनिः १/१
32052,2965,2969,,,लक्षणे जायापत्योष्टक् ।,लक्षणे ७/१ जायापत्योः ७/२ टक् १/१
32053,325,2970,,,अमनुष्यकर्तृके च ।,अमनुष्यकर्तृके ७/१ च ०/०
32054,3349,2971,,,शक्तौ हस्तिकपाटयोः ।,शक्तौ ७/१ हस्तिकपाटयोः ७/२
32055,2348,2972,,,पाणिघताडघौ शिल्पिनि ।,पाणिघताडघौ १/२ शिल्पिनि ७/१
32056,494,2973,,,आढ्यसुभगस्थूलपलितनग्नान्धप्रियेषु च्व्य्र्थेष्वच्वौ कृञः करणे ख्युन् ।,आढ्यसुभगस्थूलपलितनग्नान्धप्रियेषु ७/३ च्व्यर्थेष्वच्वौ कृञः करणे ७/१ ख्युन् ५/१
32057,994,2974,,,कर्तरि भुवः खिष्णुच्खुकञौ ।,कर्तरि ७/१ भुवः ५/१ खिष्णुच्खुकञौ १/२
32058,3845,432,,,स्पृशोऽनुदके क्विन् ।,स्पृशः ५/१ अनुदके ७/१ क्विन् १/१
32059,864,373,,,ऋत्विग्दधृक्स्रग्दिगुष्णिगञ्चुयुजिक्रुञ्चां च ।,ऋत्विग्दधृक्स्रग्दिगुष्णिगञ्चुयुजिक्रुञ्चाम् ६/३ च ०/०
32060,1797,429,,,त्यदादिषु दृशोऽनालोचने कञ् च ।,त्यदादिषु ७/३ दृशः ५/१ अनालोचने ७/१ कञ् १/१ च ०/०
32061,3582,2975,,,सत्सूद्विषद्रुहदुहयुजविदभिदच्छिदजिनीराजामुपसर्गेऽपि क्विप्‌ ।,सत्सूद्विषद्रुहदुहयुजविदभिदच्छिद-जिनीराजाम् ६/३ उपसर्गे ७/१ अपि ०/० क्विप् १/१
32062,2644,2976,,,भजो ण्विः ।,भजः ५/१ ण्विः १/१
32063,1456,3409,,,छन्दसि सहः ।,छन्दसि ७/१ सहः ५/१
32064,3097,3410,,,वहश्च ।,वहः ५/१ च ०/०
32065,1039,3411,,,कव्यपुरीषपुरीष्येषु ञ्युट् ।,कव्यपुरीषपुरीष्येषु ७/३ ञ्युट् १/१
32066,3928,3412,,,हव्येऽनन्तः पादम् ।,हव्येः ७/१ अनन्तःपादम् १/१
32067,1482,3413,,,जनसनखनक्रमगमो विट् ।,जनसनखनक्रमगमः ५/१ विट् १/१
32068,136,2977,,,अदोऽनन्ने ।,अदः ५/१ अनन्ने ७/१
32069,1206,2978,,,क्रव्ये च ।,क्रव्ये ७/१ च ०/०
32070,1893,2979,,,दुहः कब् घश्च ।,दुहः ५/१ कप् १/१ घः १/१ च ०/०
32071,2742,3414,,,मन्त्रे श्वेतवहौक्थशस्पुरोडाशो ण्विन् ।,मन्त्रे ७/१ श्वेतवहोक्थशस्पुरोडाशः ५/१ ण्विन् ५/१
32072,394,3415,,,अवे यजः ।,अवे ७/१ यजः ५/१
32073,3159,3417,,,विजुपे छन्दसि ।,विच् १/१ उपे ७/१ छन्दसि ७/१
32074,503,3418,,,आतो मनिन्क्वनिप्वनिपश्च ।,आतः ५/१ मनिन्क्वनिप्वनिपः १/३ च ०/०
32075,264,3980,,,अन्येभ्योऽपि दृश्यन्ते ।,अन्येभ्यः ५/३ अपि ०/० दृश्यन्ते (क्रियापदम्)
32076,1223,2983,,,क्विप् च ।,क्विप् १/१ च ०/०
32077,3827,2987,,,स्थः क च ।,स्थः ५/१ क (लुप्तप्रथमान्तनिर्देशः) च ०/०
32078,3765,2988,,,सुप्यजातौ णिनिस्ताच्छिल्ये ।,सुपि ७/१ अजातौ ७/१ णिनिः १/१ ताच्छील्ये ७/१
32079,996,2989,,,कर्तर्युपमाने ।,कर्तरि ७/१ उपमाने ७/१
32080,3336,2990,,,व्रते ।,व्रते ७/१
32081,2598,2991,,,बहुलमाभीक्ष्ण्ये ।,बहुलम् १/१ आभीक्ष्ण्ये ७/१
32082,2733,2992,,,मनः ।,मनः ५/१
32083,514,2993,,,आत्ममाने खश्च ।,आत्ममाने ७/१ खः १/१ च ०/०
32084,2691,2995,अधिकारः,,भूते ।,भूते ७/१
32085,985,2996,,,करणे यजः ।,करणे ७/१ यजः ५/१
32086,1015,2997,,,कर्मणि हनः ।,कर्मणि ७/१ हनः ५/१
32087,2630,2998,,,ब्रह्मभ्रूणवृत्रेषु क्विप्‌ ।,ब्रह्मभ्रूणवृत्रेषु ७/३ क्विप् १/१
32088,2589,2419,,,बहुलं छन्दसि ।,बहुलम् १/१ छन्दसि ७/१
32089,3744,2999,,,सुकर्मपापमन्त्रपुण्येषु कृञः ।,सुकर्मपापमन्त्रपुण्येषु ७/३ कृञः ५/१
32090,3797,3000,,,सोमे सुञः ।,सोमे ७/१ सुञः ५/१
32091,27,3001,,,अग्नौ चेः ।,अग्नौ ७/१ चेः ५/१
32092,1017,3002,,,कर्मण्यग्न्याख्यायाम् ।,कर्मणि ७/१ अग्न्याख्यायाम् ७/१
32093,1016,3003,,,कर्मणीनिर्विक्रियः ।,कर्मणि ७/१ इनि (लुप्तप्रथमान्तनिर्देशः) विक्रियः ५/१
32094,1904,3004,,,दृशेः क्वनिप्‌ ।,दृशेः ५/१ क्वनिप् १/१
32095,2916,3005,,,राजनि युधिकृञः ।,राजनि ७/१ युधिकृञः ५/१
32096,3705,3006,,,सहे च ।,सहे ७/१ च ०/०
32097,3613,3007,,,सप्तम्यां जनेर्डः ।,सप्तम्याम् ७/१ जनेः ५/१ डः १/१
32098,2265,3008,,,पञ्चम्यामजातौ ।,पञ्चम्याम् ७/१ अजातौ ७/१
32099,792,3009,,,उपसर्गे च संज्ञायाम् ।,उपसर्गे ७/१ च ०/० संज्ञायाम् ७/१
32100,233,3010,,,अनौ कर्मणि ।,अनौ ७/१ कर्मणि ७/१
32101,266,3011,,,अन्येष्वपि दृश्यते ।,अन्येषु ७/३ अपि ०/० दृश्यते (क्रियापदम्)
32102,2206,3013,,,निष्ठा ।,निष्ठा १/१
32103,3768,3091,,,सुयजोर्ङ्वनिप्‌ ।,सुयजोः ६/२ ङ्वनिप् १/१
32104,1518,3092,,,जीर्यतेरतृन् ।,जीर्यतेः ५/१ अतृन् १/१
32105,1451,3093,,,छन्दसि लिट् ।,छन्दसि ७/१ लिट् १/१
32106,2990,3094,,,लिटः कानज्वा ।,लिटः ६/१ कानच् १/१ वा १/१
32107,1220,3095,,,क्वसुश्च ।,क्वसुः १/१ च ०/०
32108,2666,3097,,,भाषायां सदवसश्रुवः ।,भाषायाम् ७/१ सदवसश्रुवः ५/१
32109,806,3098,,,उपेयिवाननाश्वाननूचानश्च ।,उपेयिवान् १/१ अनाश्वान् १/१ अनूचानः १/१ च ०/०
32110,3007,2218,,,लुङ् ।,लुङ् १/१
32111,173,2205,,,अनद्यतने लङ् ।,अनद्यतने ७/१ लङ् १/१
32112,307,2773,,,अभिज्ञावचने लृट् ।,अभिज्ञावचने ७/१ लृट् १/१
32113,2055,2774,,,न यदि ।,न ०/० यदि ७/१
32114,3232,2775,,,विभाषा साकाङ्क्षे ।,विभाषा १/१ साकाङ्क्षे ७/१
32115,2329,2171,,,परोक्षे लिट् ।,परोक्षे ७/१ लिट् १/१
32116,3929,2776,,,हशश्वतोर्लङ् च ।,हशश्वतोः ७/२ लङ् १/१ च ०/०
32117,2506,2777,,,प्रश्ने चासन्नकाले ।,प्रश्ने ७/१ च ०/० आसन्नकाले ७/१
